,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
51712,C3258257,['qnco'],Total population,39,680,710
51723,C1825406,['gngm'],GPR162 gene,18,260,290
51728,C1709487,['qnco'],Patient Load,4,60,41
51743,C3242309,['idcn'],symptomatic relief,49,631,740
51794,C0034320,"['inch', 'phsu']",Diphosphates,10,141,152
51808,C4255010,['dsyn'],Non-ST Elevated Myocardial Infarction,17,340,330
51863,C0815050,"['nnon', 'phsu']",adenosine receptor antagonist,5,90,81
51868,C1301931,['tmco'],Time of death,49,900,812
51883,C3160886,['dsyn'],Non ST elevation acute coronary syndrome,36,700,671
51888,C1515364,['resa'],Therapeutic Clinical Trial,34,454,481
51913,C0019159,['dsyn'],Hepatitis A,30,470,531
51929,C0019043,"['aapp', 'bacs']",Sickle Hemoglobin,14,220,220
51979,C0439455,['qnco'],Milliinternational Unit,15,230,260
52011,C4709307,['qnco'],335,22,421,400
52014,C0432618,"['aapp', 'imft']",Blood group antibody B,7,100,100
52019,C4082119,['tmco'],Three months,78,906,1068
52045,C0007189,['bmod'],Cardiology discipline,83,1430,1392
52085,C0002007,['phsu'],Aldosterone Antagonists,32,630,630
52086,C0001645,['phsu'],Adrenergic beta-Antagonists,30,531,512
52123,C0525059,['gora'],Guideline Adherence,8,130,100
52142,C1292424,['tmco'],Single point in time,7,91,91
52159,C0684240,['inpr'],Charts (publication),33,361,490
52166,C0870393,"['inpr', 'mnob']",Decision support tool,20,330,331
52189,C0150158,['hlca'],Cardiac care,6,110,90
52190,C4553565,['popg'],Random Sample Population,17,190,270
52196,C3889431,['inpr'],Alcohol Use Disorder Identification Test Self-Report Version Questionnaire,12,190,180
52213,C2347299,['spco'],Multidimensional,18,270,291
52227,C0009079,"['orch', 'phsu']",Clozapine,5,50,50
52263,C0029941,['inpr'],Brief Psychiatric Rating Scale,9,120,100
52275,C0060658,"['bodm', 'orch']",formula F 70,3,20,40
52278,C0027902,['diap'],Neuropsychological Tests,29,350,351
52294,C3889696,['gngm'],BCL2L12 wt Allele,6,70,60
52367,C0065864,"['horm', 'orch', 'phsu']",medroxyprogesterone acetate,7,0,110
52373,C0025323,['patf'],Menorrhagia,20,31,351
52394,C0025147,"['horm', 'orch', 'phsu']",Medroxyprogesterone,2,0,40
52395,C1708694,['drdd'],Levonorgestrel-releasing intrauterine system,6,0,110
52432,C0150146,['topp'],Bleeding reduction,18,180,280
52468,C2930120,['clnd'],medroxyprogesterone acetate 10 MG,1,0,20
52482,C0679864,['qlco'],treatment success,59,792,863
52489,C0003968,"['orch', 'phsu', 'vita']",Ascorbic Acid,9,80,130
52506,C0015944,['patf'],"Fetal Membranes, Premature Rupture",5,20,71
52520,C0005615,['orgf'],Birth,64,571,1052
52522,C3827961,['fndg'],Spontaneous Preterm Birth,2,0,40
52529,C0042890,"['orch', 'phsu', 'vita']",Vitamins,16,142,241
52543,C0022876,['patf'],Premature Obstetric Labor,4,0,80
52553,C3661608,['food'],Vitamin C supplement,2,0,40
52571,C0425979,['fndg'],Nulliparous,21,20,360
52578,C0554814,['clna'],Observation of delivery outcome,6,0,120
52580,C0474461,['orgf'],Spontaneous onset of labor,4,0,80
52586,C0205359,['ftcn'],Spontaneous,83,1271,1323
52591,C0439453,['qnco'],International Unit,8,71,100
52614,C0084528,"['orch', 'phsu']",sertindole,2,40,40
52699,C2945675,['phsf'],metabolic effects,44,487,554
52716,C1538638,['gngm'],PHLPP1 gene,2,40,40
52721,C0850994,['lbpr'],cholesterol ldl test,11,141,200
52733,C0018591,['orga'],Haplotypes,5,80,80
52759,C0024075,"['aapp', 'enzy', 'irda']",Luciferases,3,40,50
52762,C1412515,['gngm'],ARG1 gene,1,20,20
52779,C0206414,['gngm'],"Genes, Reporter",1,20,20
52782,C0752046,['nusq'],Single Nucleotide Polymorphism,69,1171,1181
52783,C0206076,['fndg'],Reproductive History,10,160,180
52798,C0009013,['cell'],Clone Cells,13,153,142
52799,C0086022,['nnon'],Cloning Vectors,8,82,91
52822,C2347500,['lbpr'],Pharmacogenetic Test,2,40,40
52823,C1334435,['gngm'],Luc Gene,0,0,0
52826,C0304231,['mnob'],Therapeutic agent,22,242,194
52828,C0237942,['qlco'],Response Variability,10,121,161
52832,C0427861,['lbtr'],Human cells,8,81,73
52835,C0304229,['phsu'],Experimental drug,24,342,342
52836,C2347478,['ftcn'],Performed Clinical Study,12,152,181
52849,C4699274,['fndg'],>50 cells,6,110,100
52851,C1516561,['nusq'],Cis-Acting Sequence,1,20,20
52857,C1704735,['cnce'],Regulator,73,1045,986
52868,C0060696,"['orch', 'phsu']",fotemustine,2,20,11
52879,C1257789,['phsf'],Lymphangiogenesis,2,20,11
52882,C0388911,"['aapp', 'bacs']",Vascular Endothelial Growth Factor C,4,40,22
52886,C0021764,"['aapp', 'imft']",Interleukins,28,335,294
52897,C0085295,"['aapp', 'imft']",Interleukin-10,30,312,266
52900,C0084795,"['aapp', 'bacs']",Tristetraprolin,32,372,415
52907,C1550100,['bdsu'],Specimen Type - Serum,37,452,593
52913,C0302600,['ortf'],Angiogenic Process,42,471,534
52942,C1513095,['cell'],Melanoma Cell,3,30,21
52956,C0007587,['celf'],Cell Death,9,101,111
52961,C1521805,['spco'],Opposite,28,340,354
52974,C1547368,['idcn'],Multiplexed array,2,11,11
52979,C1515653,['resa'],In Vitro Assay,5,32,14
52996,C1882440,['tmco'],Pre-Therapy,6,80,62
53003,C1823619,['gngm'],VEGFA gene,13,111,192
53017,C0032521,"['bodm', 'chvs']",Polymers,27,390,381
53030,C0337143,['mnob'],Scaffold,49,711,702
53061,C0920367,['diap'],"Tomography, Optical Coherence",78,1069,1126
53078,C0441295,['medd'],Strut,25,370,341
53087,C0220934,['ftcn'],Ultrasonic,6,51,51
53089,C1442824,"['aapp', 'bacs']","POU2F1 protein, human",5,60,80
53094,C4054139,['diap'],Quantitative Coronary Angiography,18,300,232
53107,C2936380,['acab'],Neointima,19,320,291
53119,C0524462,['spco'],Luminal region,18,270,233
53123,C0870840,['ocac'],manufacture,51,725,703
53126,C0014442,"['aapp', 'enzy']",Enzymes,63,667,653
53128,C0009458,['inpr'],Communications Media,114,1527,1638
53134,C3898622,['qnco'],Late Lumen Loss Measurement,14,200,161
53139,C3842090,['fndg'],1 mm,19,250,271
53142,C2825200,['medd'],Bare metal stent,40,780,741
53145,C0948693,['inpo'],Post procedural Release,1,10,10
53158,C4319567,['qnco'],Forty-five,40,341,471
53160,C0205266,['qlco'],Intact,39,432,495
53166,C1518600,['qlco'],Optional,50,662,703
53167,C0205154,['spco'],Along edge (qualifier value),24,361,340
53169,C1706942,['qlco'],Binary,49,710,792
53181,C0585339,['tmco'],Every six months,70,882,896
53184,C0443254,['ftcn'],Mechanical Methods,57,731,832
53188,C0681289,['inpr'],drug term,4,60,60
53190,C0429089,['diap'],Electrocardiogram Q waves test,9,170,150
53191,C2986473,['qlco'],Metallic,16,290,280
53194,C2347883,['npop'],radiofrequency,31,361,383
53205,C0449829,['ocdi'],Geometry,27,295,268
53264,C0006037,['geoa'],City of Boston,48,673,654
53286,C0010075,['bpoc'],Coronary Vessels,13,220,230
53323,C3640269,['inpr'],CDISC SDTM Lesion Complexity Terminology,8,150,140
53342,C1707704,['idcn'],Device Evaluation Result,24,361,361
53349,C3845749,['fndg'],Cardiac occurrence,2,30,20
53361,C1551532,['popg'],Santa Clara race,19,320,320
53379,C1412761,['gngm'],BCL2A1 gene,5,70,70
53386,C0183663,['medd'],"Stylet, device",5,60,60
53392,C0021925,['topp'],Intubation,44,660,672
53407,C0396621,['topp'],Orotracheal intubation,2,30,30
53419,C0017681,['blor'],glottis,6,61,70
53420,C0021932,['topp'],"Intubation, Intratracheal",28,380,382
53424,C4521554,['clna'],Time of intubation:TmStp:Pt:^Patient:Qn,7,90,90
53432,C0565930,['tmco'],per second,22,261,271
53442,C1515273,['tmco'],Term (temporal),5,51,60
53453,C0549401,['patf'],Difficult intubation,3,40,40
53463,C1709336,['qnco'],Ordinal Scale,4,11,41
53469,C4698386,['fndg'],Intubated,13,200,170
53473,C0870992,['grup'],observers,116,1623,1944
53475,C3164607,['medd'],Videolaryngoscope,5,70,60
53479,C0205555,['qlco'],Special,61,922,893
53485,C0565527,['topp'],External manipulation,2,30,30
53495,C0206460,"['orch', 'phsu']",Enoxaparin,58,1060,1080
53503,C1831808,"['orch', 'phsu']",apixaban,63,1220,1192
53522,C0392806,['topp'],Hip Replacement Arthroplasty (procedure),5,61,70
53527,C3669283,['phsu'],Factor Xa inhibitors,4,70,70
53528,C0015520,"['aapp', 'enzy']",Factor Xa,36,720,710
53540,C0031545,['diap'],Venography - procedure,9,170,170
53545,C0019139,"['orch', 'phsu']","Heparin, Low-Molecular-Weight",20,330,360
53546,C3179139,['qnco'],Absolute Risk Reduction,33,600,570
53596,C0040508,['topp'],Total Hip Replacement (procedure),15,250,260
53601,C0852030,['dsyn'],pulmonary embolism and thrombosis,0,0,0
53605,C1883250,['topp'],Surgical Wound Closure,3,40,31
53607,C3530461,['clnd'],apixaban 2.5 MG,8,150,141
53624,C4534574,['fndg'],Additional day,10,170,170
53647,C3242005,['hlca'],surgical prophylaxis,2,40,20
53676,C0028075,['geoa'],Nigeria,15,250,221
53683,C0028132,"['irda', 'orch']",Nitrilotriacetic Acid,1,20,10
53690,C0872252,['bmod'],Proteomics,9,111,121
53700,C0125090,"['aapp', 'imft', 'rcpt']",L-Selectin,1,20,10
53702,C2348274,['elii'],Dietary Nickel,1,20,10
53704,C0002895,['dsyn'],"Anemia, Sickle Cell",26,391,332
53708,C0008551,['lbpr'],"Chromatography, Affinity",1,20,10
53712,C0333668,['ftcn'],Depletion,58,655,738
53720,C0030956,"['aapp', 'phsu']",Peptides,52,626,608
53726,C0205666,"['aapp', 'bacs']",Apolipoprotein B-100,7,80,110
53727,C0024420,"['aapp', 'imft']",Macroglobulins,2,21,11
53738,C0071214,"['aapp', 'bacs', 'phsu']",plasma protein fraction,1,20,10
53740,C0256984,"['irda', 'orch']",nickel nitrilotriacetic acid,1,20,10
53742,C0017243,['bodm'],Gel,96,1034,1115
53762,C0475880,['fndg'],Sample hemolyzed,2,30,10
53766,C0008963,['qlco'],"Markers, Clinical",35,463,474
53773,C1518425,['qlco'],Not Otherwise Specified,18,252,222
53780,C0183396,['medd'],Mass Spectrometers (device),1,20,10
53798,C0991566,['bodm'],Bead Dosage Form,5,60,23
53801,C1707753,['spco'],Dimensionality,21,302,301
53803,C0120777,"['orch', 'phsu']",HB 7,3,50,40
53812,C0728940,['topp'],Excision,128,1432,1559
53813,C1512402,['celf'],Hemolytic Process,1,20,10
53827,C0289313,"['orch', 'phsu']",rosiglitazone,39,521,582
53839,C0043822,"['orch', 'phsu']",drospirenone,10,0,180
53849,C2936179,['sosy'],"Obesity, Visceral",6,60,42
53850,C2604206,['phsu'],drospirenone / Ethinyl Estradiol,4,0,60
53852,C3494431,['qnco'],Pulse Wave Velocity,15,152,161
53858,C1510461,['bpoc'],Aortic Bodies,1,0,10
53863,C0002844,"['horm', 'phsu']",Androgens,46,453,253
53868,C0389071,"['aapp', 'bacs']",Adiponectin,49,524,537
53877,C0041119,['elii'],Tritium,76,942,965
53888,C3824751,['popg'],Overweight teenagers,5,40,50
53905,C1960467,['clna'],Intima media thickness,4,60,40
53919,C0458083,['qlco'],Hormonal,38,166,425
53930,C1154542,['celf'],response to glucose,7,71,100
53935,C1176623,['clnd'],rosiglitazone 4 MG,6,70,71
53938,C2246187,['celf'],response to insulin,10,112,120
53939,C0870882,['phsf'],metabolic rates,9,91,92
53951,C1879746,['qlco'],Aspect (characteristic),124,1519,1680
53956,C0175721,['mnob'],Clamp (device),34,324,295
53961,C3539087,"['horm', 'phsu']",ACTH and synthetic analog preparations,5,31,51
53963,C1299574,['fndg'],Hyperandrogenemia,2,0,20
54060,C2348570,['ftcn'],Study Terminated,69,974,897
54094,C1708971,['ftcn'],Medical Product Intent of Use,5,90,90
54095,C1281911,['lbpr'],Hemoglobin A measurement,20,340,310
54101,C2347525,['ftcn'],Planned Clinical Study,12,120,181
54113,C0439751,['qnco'],Entire,194,2664,2658
54119,C3666909,"['orch', 'phsu']",Glycate,22,370,350
54121,C4081854,['clas'],High intensity,35,490,461
54136,C0985452,['clnd'],Glucose 50 MG/ML,29,440,471
54139,C0042025,['dsyn'],Urinary Stress Incontinence,23,0,430
54143,C0162643,['fndg'],treatment failure,151,2408,2267
54154,C0042059,['ortf'],Urodynamics,9,50,140
54169,C3179501,['medd'],Midurethral Slings,11,0,200
54200,C0429760,['fndg'],Maximum urethral closure pressure,3,0,50
54205,C1608322,['fndg'],"Gastrointestinal Leak NOS, CTCAE",25,264,314
54210,C0750122,['topp'],valsalva,4,10,61
54233,C4525849,['qnco'],Per Centimeter of Water,11,74,76
54235,C0205499,['spco'],Retropubic approach,6,0,100
54245,C0429956,['fndg'],Bowels: fully continent (finding),11,90,150
54256,C0231287,['fndg'],Postoperative state,4,30,70
54258,C0422813,['fndg'],Clinical function,7,100,110
54260,C0000925,['inpo'],Incised wound,42,581,661
54264,C1285924,['clna'],Measure of urethra,2,0,40
54269,C0237892,['inpr'],standardized tests,11,160,162
54283,C0015376,['patf'],Extravasation,22,193,274
54289,C2985208,['spco'],Patient in Body Sling,10,10,190
54293,C0521991,['sosy'],Symptoms of stress,18,131,251
54298,C1527113,['qnco'],Receiver Operator Characteristics,17,240,300
54301,C0009325,"['aapp', 'phsu']",Collagen,37,424,424
54322,C0288171,"['orch', 'phsu']",irbesartan,17,320,320
54330,C0069676,"['aapp', 'bacs']",osteopontin,2,40,40
54339,C0086706,"['aapp', 'enzy']","GTP-Binding Protein alpha Subunit, Gi",8,101,111
54360,C0072054,"['aapp', 'bacs']",procollagen Type III-N-terminal peptide,3,60,50
54369,C0030664,['bmod'],Pathology,46,493,553
54428,C2960127,['dsyn'],Heart failure with normal ejection fraction,40,672,672
54432,C0151654,['patf'],Myocardial fibrosis,4,70,51
54434,C4684564,['inpr'],Analysis Variable,21,350,341
54435,C1397307,['dsyn'],Cardiac fibrosis,2,30,21
54440,C4699372,['fndg'],Contributory,5,61,61
54444,C0986850,['clnd'],irbesartan 300 MG,4,70,70
54458,C0441927,['inpr'],Level III,8,101,102
54462,C1979886,['qlco'],Excess,100,1443,1618
54467,C4517729,['qnco'],334,37,630,660
54468,C0683956,['inpr'],predictive factor,38,571,671
54471,C0456615,['qnco'],Billion per Liter,118,1527,1561
54481,C0019134,"['bacs', 'orch', 'phsu']",heparin,74,1301,1262
54494,C0032183,"['aapp', 'imft']",Platelet Factor 4,2,20,30
54501,C0378366,"['aapp', 'phsu']",desirudin,2,20,20
54517,C1624602,"['aapp', 'imft']",Anti-Antibodies,67,857,927
54530,C0039986,['bmod'],Thoracic Surgery Specialty,8,110,100
54532,C0087086,['patf'],Thrombus,62,1012,980
54535,C0524832,['topp'],Thoracic Surgical Procedures,1,10,10
54547,C0042487,['patf'],Venous Thrombosis,23,420,431
54553,C0623278,"['orch', 'phsu']",peritoneal dialysate depressor II,1,10,10
54559,C0369324,"['aapp', 'imft']",Heparin antibody,1,10,10
54569,C0008034,['medd'],Chest Tubes,8,110,101
54586,C0199242,['topp'],Anticoagulant prophylaxis,14,270,260
54605,C0554756,['diap'],Doppler studies,43,584,490
54607,C3469597,['topp'],Administration of medication,195,2679,2701
54608,C4517692,['qnco'],3.4,128,1776,1821
54618,C1293095,['diap'],Reexploration procedure,2,30,30
54624,C0205125,['spco'],Deep (qualifier value),149,1999,1955
54630,C4282884,['clnd'],desirudin 15 MG,1,10,10
54631,C3654016,['phsu'],Heparin group antithrombotic drugs,6,90,80
54640,C0940931,['dsyn'],hemorrhage as a complication,35,620,580
54643,C4319610,['qnco'],5000,30,481,443
54734,C3843256,['fndg'],Line 11,3,20,50
54754,C0474395,['fndg'],Behavior showing increased motor activity,48,551,703
54759,C1442080,['qnco'],Energy,78,778,955
54793,C0392156,['sosy'],Akathisia,65,1110,1051
54797,C1136324,['inpr'],Diagnostic and Statistical Manual of Mental Disorders,45,633,672
54819,C4521843,['clas'],United States Military Commissioned Officer O5,27,421,421
54846,C3815569,['inpr'],Have Increased Appetite question,9,110,110
54847,C0451069,['inpr'],Child depression scale,13,192,192
54853,C4288242,['fndg'],Severity Score 0,9,120,170
54866,C4304233,['inpr'],SCORE Index of Family Function and Change 15,38,630,602
54881,C0221512,['sosy'],Stomach ache,1,10,10
54887,C3824891,['sosy'],Symptoms in children,11,150,140
54892,C3842351,['inpr'],4th edition,8,82,100
54923,C0002932,['phsu'],Anesthetics,42,433,455
54931,C0013819,['diap'],Electroencephalography,31,315,246
54944,C0034871,"['hcro', 'mnob']",Postoperative anesthesia care unit (PACU),19,200,230
54952,C0015846,"['orch', 'phsu']",Fentanyl,29,332,350
54967,C0150369,['hlca'],Preventive monitoring,48,642,634
54968,C4505176,['topp'],Cardiovascular Anesthesia,1,10,10
54981,C1883350,['hlca'],Titrate,246,3899,3723
54989,C0474710,['fndg'],Depth of anesthesia,4,31,40
54991,C0599515,['topp'],adrenergic block,2,20,11
54995,C2004068,['qlco'],Beta (qualifier),86,1303,1335
55010,C0443189,['qlco'],Concealed,42,572,630
55015,C1170730,"['orch', 'phsu']",wake ups,5,50,51
55018,C3864299,['tmco'],Discharge time,10,120,150
55026,C0424545,['fndg'],General physical finding,1,10,10
55032,C2734706,['inpr'],Data criteria,6,110,60
55041,C1522240,['phpr'],Process,19,201,242
55045,C1521802,['resa'],Closure,70,851,1017
55054,C0042153,['ftcn'],utilization qualifier,118,1842,1816
55057,C0006400,"['orch', 'phsu']",Bupivacaine,26,210,290
55089,C1517907,"['nnon', 'phsu']",DepoFoam,2,10,30
55103,C4050142,['inpr'],Numeric Rating Scale,69,822,961
55129,C0240602,['mobd'],opioid use,57,731,750
55135,C1542057,['topp'],Silver bunionectomy,11,121,210
55166,C4086546,"['orch', 'phsu']",Liposomal Bupivacaine,7,60,90
55170,C0857244,['topp'],Pain Prevention,1,10,20
55172,C0683585,['dora'],free time,9,102,93
55173,C0394871,['topp'],Wound infiltration,1,10,20
55203,C0024440,['dsyn'],"Macular Edema, Cystoid",26,412,452
55217,C1096774,['inpr'],Letter [Publication Type],47,782,811
55293,C0205558,['lbtr'],False Negative,11,140,161
55297,C0149783,['topp'],Steroid therapy,38,443,533
55315,C2986775,['qnco'],Logarithm,7,90,130
55318,C0205557,['fndg'],False Positive,28,460,460
55325,C0743680,['dsyn'],eye edema,1,10,20
55330,C0332574,['spco'],macular,35,516,506
55352,C0016911,"['elii', 'irda']",Gadolinium,37,531,564
55359,C0024487,['diap'],Magnetic Resonance Spectroscopy,31,228,265
55369,C0243032,['diap'],Magnetic Resonance Angiography,9,91,82
55392,C0031634,"['aapp', 'bacs', 'phsu']",Phosphocreatine,11,63,83
55404,C0448482,['bpoc'],Posterior crural muscle structure,7,61,81
55429,C3668829,['mamm'],Cattle calf (organism),6,71,91
55437,C3825589,['tisu'],Tissue metabolism,2,20,20
55438,C1537031,['ortf'],muscle physiology,0,0,0
55448,C0202671,['diap'],MRI with contrast,4,40,60
55456,C0430458,['diap'],Cardiovascular stress test using treadmill,6,70,60
55470,C1276393,['topp'],Group exercise,19,191,210
55474,C3846681,['fndg'],"Walk-in, not otherwise specified",65,914,867
55479,C0444693,['tmco'],First pass,9,130,102
55495,C0057223,"['aapp', 'enzy']",Cytochrome P-450 CYP2D6,6,60,90
55502,C0039286,"['orch', 'phsu']",Tamoxifen,19,20,330
55506,C0244404,"['orch', 'phsu']",Raloxifene,6,0,110
55522,C1622765,"['aapp', 'bacs']","PRF1 protein, human",11,131,181
55534,C0027775,['resa'],Nested Case-Control Studies,9,70,161
55535,C3850058,['phsu'],Cytochrome P-450 CYP2D6 Inhibitors,1,0,20
55555,C2164095,['lbpr'],CYP 2D6 genotype,2,0,30
55561,C1513905,['hcro'],National Surgical Adjuvant Breast and Bowel Project,12,40,230
55564,C1384585,['imft'],Blood group antigen P2,5,70,80
55567,C0282515,['topp'],Chemoprevention,48,681,722
55570,C0278925,['topp'],chemoprevention of cancer,3,40,21
55580,C2962189,['phsu'],Cytochrome P450 2D6 Inhibitor [EPC],1,0,20
55596,C0235653,['neop'],Malignant neoplasm of female breast,3,0,60
55604,C3844102,['qnco'],575,17,230,290
55625,C1285573,['lbpr'],Genotype determination,41,551,652
55629,C3845233,['fndg'],Extensive metabolizer,8,90,110
55655,C0005125,['geoa'],City of Berlin,19,260,240
55679,C0077973,['topp'],VAD I protocol,2,30,30
55684,C0018831,['medd'],Heart-Assist Devices,1,10,10
55690,C0018823,['topp'],Heart Transplantation,28,460,410
55699,C0032662,['ocdi'],Population Control,17,290,290
55707,C2826366,['idcn'],Investigational Device Exemption,17,251,250
55713,C0079112,['inpr'],Child Support,3,50,50
55728,C2718015,['medd'],Humanitarian Device Exemption,2,11,20
55729,C1622900,"['inpr', 'mnob']",Data Systems,9,131,101
55730,C2718016,['hlca'],Compassionate Use,3,20,50
55735,C0489835,['diap'],heart study,29,490,441
55749,C0015357,['topp'],Extracorporeal Membrane Oxygenation,7,110,91
55751,C2362606,['phpr'],Bridge Collapse,2,30,30
55752,C0033612,['mnob'],Protective Devices,11,111,141
55793,C3242240,['idcn'],regulatory review,4,51,60
55794,C3274791,['topp'],Mechanical Circulatory Support,7,110,90
55804,C1512714,['qlco'],Ineligibility,76,1000,1172
55817,C3842398,['blor'],Area 1,24,380,361
55839,C1619629,"['orch', 'phsu']",deferasirox,10,121,74
55848,C1123019,['mamm'],Domestic Sheep,7,90,81
55852,C0026718,['dsyn'],Mucormycosis,3,50,21
55868,C1145701,"['antb', 'orch']",amphotericin B liposomal,1,10,1
55878,C0026809,['mamm'],Mus,64,553,586
55895,C0026716,['fngs'],Mucor,1,10,1
